,Date,State_Num,State,County_Num,County_Name,Event,Property_DMG,Damage Factor,F-Scale,Month,Year
0,1984-07-05,1,AL,95,MARSHALL,TORNADO,25.0,K,1.0,7,1984
1,1984-09-15,1,AL,39,COVINGTON,TORNADO,25.0,K,1.0,9,1984
2,1984-10-15,1,AL,35,CONECUH,TORNADO,250.0,K,2.0,10,1984
3,1984-11-10,1,AL,75,LAMAR,TORNADO,2.5,K,0.0,11,1984
4,1984-11-10,1,AL,107,PICKENS,TORNADO,250.0,K,2.0,11,1984
5,1984-11-10,1,AL,125,TUSCALOOSA,TORNADO,250.0,K,2.0,11,1984
6,1984-11-10,1,AL,103,MORGAN,TORNADO,25.0,K,1.0,11,1984
7,1984-11-10,1,AL,27,CLAY,TORNADO,25.0,K,1.0,11,1984
8,1984-11-10,1,AL,111,RANDOLPH,TORNADO,250.0,K,1.0,11,1984
9,1985-01-31,1,AL,1,AUTAUGA,TORNADO,0.03,K,0.0,1,1985
10,1985-02-11,1,AL,3,BALDWIN,TORNADO,25.0,K,1.0,2,1985
11,1986-07-28,1,AL,89,MADISON,TORNADO,0.25,K,0.0,7,1986
12,1961-03-31,1,AL,113,RUSSELL,TORNADO,25.0,K,3.0,3,1961
13,1961-04-09,1,AL,31,COFFEE,TORNADO,250.0,K,1.0,4,1961
14,1961-04-27,1,AL,109,PIKE,TORNADO,25.0,K,2.0,4,1961
15,1961-06-06,1,AL,89,MADISON,TORNADO,2.5,K,1.0,6,1961
16,1961-06-20,1,AL,69,HOUSTON,TORNADO,25.0,K,2.0,6,1961
17,1961-09-10,1,AL,97,MOBILE,TORNADO,2.5,K,1.0,9,1961
18,1961-12-10,1,AL,53,ESCAMBIA,TORNADO,250.0,K,3.0,12,1961
19,1961-12-11,1,AL,15,CALHOUN,TORNADO,250.0,K,3.0,12,1961
20,1961-12-11,1,AL,65,HALE,TORNADO,25.0,K,2.0,12,1961
21,1961-12-11,1,AL,105,PERRY,TORNADO,250.0,K,3.0,12,1961
22,1961-12-11,1,AL,21,CHILTON,TORNADO,2.5,K,1.0,12,1961
23,1961-12-11,1,AL,37,COOSA,TORNADO,25.0,K,2.0,12,1961
24,1961-12-12,1,AL,119,SUMTER,TORNADO,25.0,K,2.0,12,1961
25,1961-12-12,1,AL,29,CLEBURNE,TORNADO,2.5,K,1.0,12,1961
26,1961-12-17,1,AL,105,PERRY,TORNADO,25.0,K,2.0,12,1961
27,1962-01-05,1,AL,39,COVINGTON,TORNADO,2.5,K,2.0,1,1962
28,1962-01-05,1,AL,109,PIKE,TORNADO,25.0,K,2.0,1,1962
29,1962-01-05,1,AL,69,HOUSTON,TORNADO,25.0,K,1.0,1,1962
30,1962-03-21,1,AL,55,ETOWAH,TORNADO,250.0,K,3.0,3,1962
31,1962-03-21,1,AL,121,TALLADEGA,TORNADO,25.0,K,2.0,3,1962
32,1962-03-25,1,AL,43,CULLMAN,TORNADO,25.0,K,1.0,3,1962
33,1962-03-25,1,AL,95,MARSHALL,TORNADO,25.0,K,1.0,3,1962
34,1962-03-30,1,AL,33,COLBERT,TORNADO,25.0,K,1.0,3,1962
35,1962-03-31,1,AL,57,FAYETTE,TORNADO,25.0,K,2.0,3,1962
36,1962-03-31,1,AL,93,MARION,TORNADO,250.0,K,1.0,3,1962
37,1962-03-31,1,AL,3,BALDWIN,TORNADO,250.0,K,2.0,3,1962
38,1988-04-18,1,AL,69,HOUSTON,TORNADO,0.0,K,0.0,4,1988
39,1988-05-09,1,AL,71,JACKSON,TORNADO,25.0,K,2.0,5,1988
40,1988-05-09,1,AL,49,DEKALB,TORNADO,25.0,K,2.0,5,1988
41,1973-04-18,1,AL,31,COFFEE,TORNADO,2.5,M,2.0,4,1973
42,1973-04-24,1,AL,117,SHELBY,TORNADO,250.0,K,1.0,4,1973
43,1973-05-07,1,AL,91,MARENGO,TORNADO,25.0,K,1.0,5,1973
44,1973-05-08,1,AL,127,WALKER,TORNADO,250.0,K,2.0,5,1973
45,1973-05-08,1,AL,95,MARSHALL,TORNADO,2.5,M,2.0,5,1973
46,1973-05-08,1,AL,49,DEKALB,TORNADO,2.5,M,2.0,5,1973
47,1973-05-08,1,AL,99,MONROE,TORNADO,250.0,K,1.0,5,1973
48,1973-05-19,1,AL,89,MADISON,TORNADO,250.0,K,2.0,5,1973
49,1973-05-19,1,AL,71,JACKSON,TORNADO,2.5,M,2.0,5,1973
50,1973-05-19,1,AL,49,DEKALB,TORNADO,2.5,K,2.0,5,1973
51,1973-05-19,1,AL,49,DEKALB,TORNADO,2.5,M,4.0,5,1973
52,1973-05-23,1,AL,73,JEFFERSON,TORNADO,25.0,K,1.0,5,1973
53,1973-05-25,1,AL,109,PIKE,TORNADO,25.0,K,1.0,5,1973
54,1973-05-25,1,AL,45,DALE,TORNADO,25.0,K,1.0,5,1973
55,1980-11-23,1,AL,3,BALDWIN,TORNADO,25.0,K,0.0,11,1980
56,1989-06-08,1,AL,3,BALDWIN,TORNADO,2.5,M,1.0,6,1989
57,1989-06-08,1,AL,3,BALDWIN,TORNADO,0.0,K,0.0,6,1989
58,1989-06-08,1,AL,97,MOBILE,TORNADO,0.0,K,0.0,6,1989
59,1974-04-03,1,AL,57,FAYETTE,TORNADO,25.0,M,4.0,4,1974
60,1974-04-03,1,AL,89,MADISON,TORNADO,0.0,K,5.0,4,1974
61,1974-04-03,1,AL,127,WALKER,TORNADO,25.0,M,4.0,4,1974
62,1974-04-03,1,AL,83,LIMESTONE,TORNADO,0.0,K,5.0,4,1974
63,1974-04-03,1,AL,89,MADISON,TORNADO,0.0,K,5.0,4,1974
64,1974-04-03,1,AL,43,CULLMAN,TORNADO,25.0,M,4.0,4,1974
65,1974-04-03,1,AL,75,LAMAR,TORNADO,0.0,K,5.0,4,1974
66,1974-04-03,1,AL,93,MARION,TORNADO,0.0,K,5.0,4,1974
67,1974-04-03,1,AL,133,WINSTON,TORNADO,0.0,K,5.0,4,1974
68,1974-04-03,1,AL,79,LAWRENCE,TORNADO,0.0,K,5.0,4,1974
69,1974-04-03,1,AL,103,MORGAN,TORNADO,0.0,K,5.0,4,1974
70,1974-04-03,1,AL,103,MORGAN,TORNADO,2.5,M,3.0,4,1974
71,1974-04-03,1,AL,83,LIMESTONE,TORNADO,2.5,M,3.0,4,1974
72,1974-04-03,1,AL,89,MADISON,TORNADO,2.5,M,3.0,4,1974
73,1974-04-03,1,AL,71,JACKSON,TORNADO,2.5,M,3.0,4,1974
74,1974-04-04,1,AL,45,DALE,TORNADO,25.0,K,0.0,4,1974
75,1974-04-04,1,AL,69,HOUSTON,TORNADO,25.0,K,1.0,4,1974
76,1974-04-08,1,AL,67,HENRY,TORNADO,25.0,K,2.0,4,1974
77,1974-04-22,1,AL,105,PERRY,TORNADO,250.0,K,2.0,4,1974
78,1974-05-02,1,AL,95,MARSHALL,TORNADO,25.0,K,2.0,5,1974
79,1974-07-08,1,AL,33,COLBERT,TORNADO,2.5,K,0.0,7,1974
80,1974-07-20,1,AL,99,MONROE,TORNADO,0.25,K,0.0,7,1974
81,1974-08-30,1,AL,61,GENEVA,TORNADO,0.25,K,0.0,8,1974
82,1974-09-02,1,AL,97,MOBILE,TORNADO,0.0,K,0.0,9,1974
83,1974-09-07,1,AL,3,BALDWIN,TORNADO,0.0,K,0.0,9,1974
84,1974-10-15,1,AL,9,BLOUNT,TORNADO,2.5,K,1.0,10,1974
85,1974-10-15,1,AL,95,MARSHALL,TORNADO,2.5,K,1.0,10,1974
86,1974-11-04,1,AL,73,JEFFERSON,TORNADO,25.0,K,1.0,11,1974
87,1974-11-05,1,AL,53,ESCAMBIA,TORNADO,2.5,K,2.0,11,1974
88,1974-11-11,1,AL,39,COVINGTON,TORNADO,2.5,K,1.0,11,1974
89,1967-05-06,1,AL,73,JEFFERSON,TORNADO,2.5,M,3.0,5,1967
90,1967-05-07,1,AL,121,TALLADEGA,TORNADO,25.0,K,2.0,5,1967
91,1967-06-21,1,AL,59,FRANKLIN,TORNADO,250.0,K,,6,1967
92,1967-06-29,1,AL,59,FRANKLIN,TORNADO,25.0,K,2.0,6,1967
93,1967-07-19,1,AL,97,MOBILE,TORNADO,0.25,K,1.0,7,1967
94,1967-10-24,1,AL,77,LAUDERDALE,TORNADO,250.0,K,3.0,10,1967
95,1967-10-24,1,AL,33,COLBERT,TORNADO,250.0,K,3.0,10,1967
96,1967-10-24,1,AL,79,LAWRENCE,TORNADO,250.0,K,3.0,10,1967
97,1967-10-30,1,AL,3,BALDWIN,TORNADO,25.0,K,2.0,10,1967
98,1967-10-30,1,AL,97,MOBILE,TORNADO,2.5,K,2.0,10,1967
99,1967-11-22,1,AL,15,CALHOUN,TORNADO,250.0,K,2.0,11,1967
100,1967-11-24,1,AL,89,MADISON,TORNADO,250.0,K,2.0,11,1967
101,1967-12-02,1,AL,99,MONROE,TORNADO,250.0,K,2.0,12,1967
102,1967-12-10,1,AL,3,BALDWIN,TORNADO,250.0,K,2.0,12,1967
103,1981-02-10,1,AL,3,BALDWIN,TORNADO,2.5,M,2.0,2,1981
104,1981-02-10,1,AL,69,HOUSTON,TORNADO,2.5,M,1.0,2,1981
105,1981-03-04,1,AL,109,PIKE,TORNADO,0.25,K,1.0,3,1981
106,1981-03-18,1,AL,101,MONTGOMERY,TORNADO,0.25,K,1.0,3,1981
107,1981-03-18,1,AL,11,BULLOCK,TORNADO,250.0,K,1.0,3,1981
108,1981-03-18,1,AL,27,CLAY,TORNADO,25.0,K,1.0,3,1981
109,1981-03-22,1,AL,3,BALDWIN,TORNADO,0.0,K,1.0,3,1981
110,1981-03-30,1,AL,47,DALLAS,TORNADO,25.0,K,1.0,3,1981
111,1981-03-30,1,AL,47,DALLAS,TORNADO,2.5,K,1.0,3,1981
112,1981-03-30,1,AL,27,CLAY,TORNADO,25.0,K,1.0,3,1981
113,1981-04-01,1,AL,113,RUSSELL,TORNADO,25.0,M,3.0,4,1981
114,1981-05-18,1,AL,95,MARSHALL,TORNADO,25.0,K,1.0,5,1981
115,1971-01-25,1,AL,9,BLOUNT,TORNADO,25.0,K,0.0,1,1971
116,1971-01-25,1,AL,29,CLEBURNE,TORNADO,25.0,K,1.0,1,1971
117,1971-02-04,1,AL,93,MARION,TORNADO,25.0,K,3.0,2,1971
118,1971-02-04,1,AL,59,FRANKLIN,TORNADO,25.0,K,3.0,2,1971
119,1971-02-12,1,AL,97,MOBILE,TORNADO,25.0,K,1.0,2,1971
120,1971-02-26,1,AL,63,GREENE,TORNADO,250.0,K,3.0,2,1971
121,1971-02-26,1,AL,73,JEFFERSON,TORNADO,25.0,K,1.0,2,1971
122,1971-02-26,1,AL,111,RANDOLPH,TORNADO,25.0,K,0.0,2,1971
123,1971-02-26,1,AL,17,CHAMBERS,TORNADO,25.0,K,1.0,2,1971
124,1971-03-01,1,AL,69,HOUSTON,TORNADO,25.0,K,2.0,3,1971
125,1971-03-02,1,AL,109,PIKE,TORNADO,25.0,K,3.0,3,1971
126,1971-03-02,1,AL,25,CLARKE,TORNADO,250.0,K,3.0,3,1971
127,1971-03-03,1,AL,109,PIKE,TORNADO,25.0,K,3.0,3,1971
128,1971-03-06,1,AL,73,JEFFERSON,TORNADO,25.0,K,2.0,3,1971
129,1971-04-23,1,AL,109,PIKE,TORNADO,0.25,K,1.0,4,1971
130,1971-04-23,1,AL,99,MONROE,TORNADO,25.0,K,4.0,4,1971
131,1983-02-01,1,AL,97,MOBILE,TORNADO,25.0,K,0.0,2,1983
132,1983-02-22,1,AL,127,WALKER,TORNADO,250.0,K,2.0,2,1983
133,1983-02-22,1,AL,133,WINSTON,TORNADO,250.0,K,2.0,2,1983
134,1983-02-22,1,AL,43,CULLMAN,TORNADO,250.0,K,2.0,2,1983
135,1983-02-22,1,AL,43,CULLMAN,TORNADO,25.0,K,1.0,2,1983
136,1983-02-22,1,AL,95,MARSHALL,TORNADO,2.5,M,2.0,2,1983
137,1983-03-20,1,AL,13,BUTLER,TORNADO,0.03,K,1.0,3,1983
138,1983-03-26,1,AL,97,MOBILE,TORNADO,250.0,K,1.0,3,1983
139,1983-04-14,1,AL,3,BALDWIN,TORNADO,2.5,K,1.0,4,1983
140,1983-04-23,1,AL,51,ELMORE,TORNADO,0.25,K,1.0,4,1983
141,1983-05-03,1,AL,43,CULLMAN,TORNADO,25.0,K,1.0,5,1983
142,1976-07-31,1,AL,95,MARSHALL,TORNADO,250.0,K,1.0,7,1976
143,1976-08-15,1,AL,73,JEFFERSON,TORNADO,2.5,K,2.0,8,1976
144,1977-02-23,1,AL,63,GREENE,TORNADO,2.5,K,2.0,2,1977
145,1977-03-29,1,AL,1,AUTAUGA,TORNADO,250.0,K,2.0,3,1977
146,1977-03-29,1,AL,51,ELMORE,TORNADO,250.0,K,2.0,3,1977
147,1977-03-30,1,AL,49,DEKALB,TORNADO,250.0,K,3.0,3,1977
148,1977-03-30,1,AL,49,DEKALB,TORNADO,25.0,K,2.0,3,1977
149,1977-04-04,1,AL,43,CULLMAN,TORNADO,25.0,K,2.0,4,1977
150,1977-04-04,1,AL,71,JACKSON,TORNADO,250.0,K,2.0,4,1977
151,1977-04-04,1,AL,115,ST. CLAIR,TORNADO,250.0,K,2.0,4,1977
152,1977-04-04,1,AL,115,ST. CLAIR,TORNADO,250.0,K,2.0,4,1977
153,1977-04-04,1,AL,55,ETOWAH,TORNADO,250.0,K,2.0,4,1977
154,1977-04-04,1,AL,115,ST. CLAIR,TORNADO,250.0,K,3.0,4,1977
155,1977-04-04,1,AL,73,JEFFERSON,TORNADO,25.0,M,5.0,4,1977
156,1977-05-26,1,AL,61,GENEVA,TORNADO,2.5,K,1.0,5,1977
157,1985-08-01,1,AL,43,CULLMAN,TORNADO,0.03,K,0.0,8,1985
158,1985-08-16,1,AL,127,WALKER,TORNADO,2.5,M,2.0,8,1985
159,1985-08-16,1,AL,127,WALKER,TORNADO,2.5,M,2.0,8,1985
160,1985-08-16,1,AL,79,LAWRENCE,TORNADO,2.5,K,1.0,8,1985
161,1985-08-16,1,AL,33,COLBERT,TORNADO,250.0,K,2.0,8,1985
162,1985-08-16,1,AL,103,MORGAN,TORNADO,2.5,M,3.0,8,1985
163,1985-08-16,1,AL,73,JEFFERSON,TORNADO,250.0,K,2.0,8,1985
164,1985-08-16,1,AL,73,JEFFERSON,TORNADO,25.0,K,1.0,8,1985
165,1985-08-16,1,AL,127,WALKER,TORNADO,25.0,K,1.0,8,1985
166,1985-08-16,1,AL,83,LIMESTONE,TORNADO,2.5,M,3.0,8,1985
167,1985-08-16,1,AL,127,WALKER,TORNADO,25.0,K,1.0,8,1985
168,1985-08-16,1,AL,43,CULLMAN,TORNADO,25.0,K,1.0,8,1985
169,1985-08-16,1,AL,73,JEFFERSON,TORNADO,25.0,K,1.0,8,1985
170,1985-08-16,1,AL,43,CULLMAN,TORNADO,2.5,K,0.0,8,1985
171,1985-08-16,1,AL,43,CULLMAN,TORNADO,2.5,M,3.0,8,1985
172,1985-08-16,1,AL,77,LAUDERDALE,TORNADO,0.03,K,1.0,8,1985
173,1985-08-16,1,AL,43,CULLMAN,TORNADO,2.5,K,1.0,8,1985
174,1985-08-16,1,AL,71,JACKSON,TORNADO,0.25,K,0.0,8,1985
175,1985-08-16,1,AL,73,JEFFERSON,TORNADO,25.0,K,1.0,8,1985
176,1985-08-16,1,AL,103,MORGAN,TORNADO,2.5,M,3.0,8,1985
177,1985-08-16,1,AL,27,CLAY,TORNADO,2.5,K,0.0,8,1985
178,1985-08-16,1,AL,89,MADISON,TORNADO,250.0,K,2.0,8,1985
179,1985-08-16,1,AL,43,CULLMAN,TORNADO,250.0,K,2.0,8,1985
180,1985-08-16,1,AL,89,MADISON,TORNADO,25.0,K,1.0,8,1985
181,1985-08-16,1,AL,55,ETOWAH,TORNADO,0.03,K,0.0,8,1985
182,1985-09-23,1,AL,3,BALDWIN,TORNADO,25.0,K,0.0,9,1985
183,1985-09-23,1,AL,129,WASHINGTON,TORNADO,0.25,K,1.0,9,1985
184,1985-09-23,1,AL,35,CONECUH,TORNADO,250.0,K,2.0,9,1985
185,1985-09-23,1,AL,35,CONECUH,TORNADO,250.0,K,2.0,9,1985
186,1979-04-09,1,AL,47,DALLAS,TORNADO,25.0,K,0.0,4,1979
187,1979-04-11,1,AL,77,LAUDERDALE,TORNADO,0.0,K,1.0,4,1979
188,1979-05-04,1,AL,73,JEFFERSON,TORNADO,0.0,K,0.0,5,1979
189,1979-05-04,1,AL,97,MOBILE,TORNADO,2.5,K,0.0,5,1979
190,1979-05-04,1,AL,51,ELMORE,TORNADO,0.0,K,0.0,5,1979
191,1979-05-30,1,AL,57,FAYETTE,TORNADO,25.0,K,1.0,5,1979
192,1979-05-30,1,AL,73,JEFFERSON,TORNADO,250.0,K,1.0,5,1979
193,1979-06-30,1,AL,3,BALDWIN,TORNADO,2.5,K,1.0,6,1979
194,1979-07-05,1,AL,69,HOUSTON,TORNADO,250.0,K,0.0,7,1979
195,1979-07-11,1,AL,39,COVINGTON,TORNADO,0.25,K,2.0,7,1979
196,1979-07-11,1,AL,101,MONTGOMERY,TORNADO,0.0,K,0.0,7,1979
197,1979-07-17,1,AL,97,MOBILE,TORNADO,2.5,K,0.0,7,1979
198,1979-09-13,1,AL,65,HALE,TORNADO,25.0,K,1.0,9,1979
199,1979-09-20,1,AL,105,PERRY,TORNADO,250.0,K,2.0,9,1979
200,1979-11-09,1,AL,73,JEFFERSON,TORNADO,25.0,K,1.0,11,1979
201,1979-11-25,1,AL,25,CLARKE,TORNADO,250.0,K,2.0,11,1979
202,1979-11-25,1,AL,35,CONECUH,TORNADO,2.5,K,0.0,11,1979
203,1979-11-25,1,AL,35,CONECUH,TORNADO,25.0,K,1.0,11,1979
204,1986-11-25,1,AL,31,COFFEE,TORNADO,2.5,M,3.0,11,1986
205,1986-11-25,1,AL,45,DALE,TORNADO,2.5,M,3.0,11,1986
206,1986-11-25,1,AL,5,BARBOUR,TORNADO,2.5,M,3.0,11,1986
207,1986-11-26,1,AL,101,MONTGOMERY,TORNADO,250.0,K,1.0,11,1986
208,1986-11-26,1,AL,87,MACON,TORNADO,250.0,K,1.0,11,1986
209,1986-11-26,1,AL,109,PIKE,TORNADO,250.0,K,2.0,11,1986
210,1986-11-26,1,AL,31,COFFEE,TORNADO,250.0,K,1.0,11,1986
211,1986-11-26,1,AL,45,DALE,TORNADO,250.0,K,1.0,11,1986
212,1987-05-21,1,AL,133,WINSTON,TORNADO,25.0,K,2.0,5,1987
213,1984-03-05,1,AL,31,COFFEE,TORNADO,250.0,K,2.0,3,1984
214,1984-03-05,1,AL,45,DALE,TORNADO,25.0,M,2.0,3,1984
215,1984-03-20,1,AL,69,HOUSTON,TORNADO,25.0,K,1.0,3,1984
216,1984-03-24,1,AL,129,WASHINGTON,TORNADO,250.0,K,2.0,3,1984
217,1984-03-24,1,AL,71,JACKSON,TORNADO,2.5,M,3.0,3,1984
218,1984-03-28,1,AL,57,FAYETTE,TORNADO,2.5,K,1.0,3,1984
219,1984-03-28,1,AL,73,JEFFERSON,TORNADO,25.0,K,1.0,3,1984
220,1984-04-19,1,AL,7,BIBB,TORNADO,0.25,K,0.0,4,1984
221,1984-04-19,1,AL,123,TALLAPOOSA,TORNADO,25.0,K,1.0,4,1984
222,1955-10-16,1,AL,45,DALE,TORNADO,2.5,K,,10,1955
223,1955-10-16,1,AL,31,COFFEE,TORNADO,2.5,K,,10,1955
224,1955-10-16,1,AL,31,COFFEE,TORNADO,25.0,K,1.0,10,1955
225,1955-10-16,1,AL,31,COFFEE,TORNADO,2.5,M,2.0,10,1955
226,1955-10-16,1,AL,45,DALE,TORNADO,2.5,M,2.0,10,1955
227,1956-03-16,1,AL,61,GENEVA,TORNADO,25.0,K,1.0,3,1956
228,1956-04-15,1,AL,73,JEFFERSON,TORNADO,2.5,M,4.0,4,1956
229,1956-05-03,1,AL,39,COVINGTON,TORNADO,25.0,K,3.0,5,1956
230,1956-07-08,1,AL,25,CLARKE,TORNADO,2.5,K,2.0,7,1956
231,1956-12-23,1,AL,99,MONROE,TORNADO,0.25,K,2.0,12,1956
232,1956-12-23,1,AL,101,MONTGOMERY,TORNADO,0.25,K,2.0,12,1956
233,1956-12-23,1,AL,51,ELMORE,TORNADO,0.25,K,2.0,12,1956
234,1957-02-01,1,AL,69,HOUSTON,TORNADO,0.25,K,1.0,2,1957
235,1957-03-31,1,AL,97,MOBILE,TORNADO,25.0,K,1.0,3,1957
236,1957-03-31,1,AL,97,MOBILE,TORNADO,0.03,K,1.0,3,1957
237,1957-04-07,1,AL,59,FRANKLIN,TORNADO,25.0,K,2.0,4,1957
238,1957-04-08,1,AL,93,MARION,TORNADO,250.0,K,3.0,4,1957
239,1957-04-08,1,AL,103,MORGAN,TORNADO,0.25,K,3.0,4,1957
240,1957-04-08,1,AL,95,MARSHALL,TORNADO,0.25,K,3.0,4,1957
241,1957-04-08,1,AL,43,CULLMAN,TORNADO,250.0,K,3.0,4,1957
242,1957-05-10,1,AL,67,HENRY,TORNADO,2.5,K,1.0,5,1957
243,1957-06-28,1,AL,25,CLARKE,TORNADO,2.5,K,1.0,6,1957
244,1957-06-28,1,AL,131,WILCOX,TORNADO,25.0,K,2.0,6,1957
245,1957-06-28,1,AL,101,MONTGOMERY,TORNADO,0.0,K,0.0,6,1957
246,1957-06-28,1,AL,85,LOWNDES,TORNADO,25.0,K,2.0,6,1957
247,1957-06-28,1,AL,35,CONECUH,TORNADO,250.0,K,2.0,6,1957
248,1957-06-28,1,AL,99,MONROE,TORNADO,250.0,K,2.0,6,1957
249,1957-06-28,1,AL,85,LOWNDES,TORNADO,250.0,K,1.0,6,1957
250,1957-06-28,1,AL,101,MONTGOMERY,TORNADO,250.0,K,1.0,6,1957
251,1957-06-28,1,AL,13,BUTLER,TORNADO,250.0,K,2.0,6,1957
252,1957-06-28,1,AL,35,CONECUH,TORNADO,25.0,K,2.0,6,1957
253,1957-06-28,1,AL,101,MONTGOMERY,TORNADO,2.5,K,0.0,6,1957
254,1973-05-27,1,AL,95,MARSHALL,TORNADO,250.0,K,2.0,5,1973
255,1985-04-05,1,AL,43,CULLMAN,TORNADO,250.0,K,3.0,4,1985
256,1985-04-05,1,AL,95,MARSHALL,TORNADO,2.5,M,3.0,4,1985
257,1985-04-05,1,AL,55,ETOWAH,TORNADO,2.5,M,3.0,4,1985
258,1985-04-05,1,AL,9,BLOUNT,TORNADO,250.0,K,1.0,4,1985
259,1985-04-05,1,AL,115,ST. CLAIR,TORNADO,25.0,K,1.0,4,1985
260,1985-04-05,1,AL,121,TALLADEGA,TORNADO,25.0,K,1.0,4,1985
261,1985-04-05,1,AL,121,TALLADEGA,TORNADO,250.0,K,2.0,4,1985
262,1985-04-05,1,AL,15,CALHOUN,TORNADO,250.0,K,2.0,4,1985
263,1963-01-19,1,AL,25,CLARKE,TORNADO,2.5,K,2.0,1,1963
264,1963-01-20,1,AL,31,COFFEE,TORNADO,250.0,K,1.0,1,1963
265,1963-03-05,1,AL,73,JEFFERSON,TORNADO,250.0,K,4.0,3,1963
266,1963-03-05,1,AL,19,CHEROKEE,TORNADO,25.0,K,1.0,3,1963
267,1963-03-11,1,AL,127,WALKER,TORNADO,25.0,K,1.0,3,1963
268,1963-03-11,1,AL,107,PICKENS,TORNADO,25.0,K,2.0,3,1963
269,1963-03-11,1,AL,43,CULLMAN,TORNADO,2.5,M,4.0,3,1963
270,1963-03-11,1,AL,59,FRANKLIN,TORNADO,25.0,K,2.0,3,1963
271,1963-03-11,1,AL,83,LIMESTONE,TORNADO,2.5,M,2.0,3,1963
272,1963-03-11,1,AL,89,MADISON,TORNADO,2.5,M,2.0,3,1963
273,1963-03-11,1,AL,93,MARION,TORNADO,250.0,K,2.0,3,1963
274,1963-03-11,1,AL,133,WINSTON,TORNADO,0.25,K,2.0,3,1963
275,1963-03-12,1,AL,123,TALLAPOOSA,TORNADO,25.0,K,1.0,3,1963
276,1963-03-17,1,AL,7,BIBB,TORNADO,0.0,K,3.0,3,1963
277,1963-04-20,1,AL,117,SHELBY,TORNADO,0.25,K,1.0,4,1963
278,1963-04-29,1,AL,117,SHELBY,TORNADO,25.0,K,2.0,4,1963
279,1963-04-29,1,AL,121,TALLADEGA,TORNADO,25.0,K,2.0,4,1963
280,1963-04-29,1,AL,1,AUTAUGA,TORNADO,250.0,K,2.0,4,1963
281,1963-04-29,1,AL,85,LOWNDES,TORNADO,250.0,K,2.0,4,1963
282,1963-04-29,1,AL,93,MARION,TORNADO,250.0,K,2.0,4,1963
283,1963-04-30,1,AL,113,RUSSELL,TORNADO,25.0,K,2.0,4,1963
284,1963-05-27,1,AL,73,JEFFERSON,TORNADO,25.0,K,2.0,5,1963
285,1989-04-04,1,AL,97,MOBILE,TORNADO,25.0,K,0.0,4,1989
286,1989-05-19,1,AL,3,BALDWIN,TORNADO,0.0,K,0.0,5,1989
287,1973-05-27,1,AL,71,JACKSON,TORNADO,250.0,K,2.0,5,1973
288,1973-05-27,1,AL,73,JEFFERSON,TORNADO,250.0,K,2.0,5,1973
289,1973-05-27,1,AL,115,ST. CLAIR,TORNADO,250.0,K,2.0,5,1973
290,1973-05-27,1,AL,65,HALE,TORNADO,25.0,M,4.0,5,1973
291,1973-05-27,1,AL,73,JEFFERSON,TORNADO,25.0,M,3.0,5,1973
292,1973-05-27,1,AL,115,ST. CLAIR,TORNADO,25.0,M,3.0,5,1973
293,1973-05-27,1,AL,105,PERRY,TORNADO,25.0,M,4.0,5,1973
294,1973-05-27,1,AL,7,BIBB,TORNADO,25.0,M,4.0,5,1973
295,1973-05-27,1,AL,117,SHELBY,TORNADO,25.0,M,4.0,5,1973
296,1973-05-27,1,AL,121,TALLADEGA,TORNADO,25.0,M,4.0,5,1973
297,1973-05-27,1,AL,27,CLAY,TORNADO,25.0,M,4.0,5,1973
298,1973-06-17,1,AL,13,BUTLER,TORNADO,0.0,K,1.0,6,1973
299,1973-07-03,1,AL,97,MOBILE,TORNADO,2.5,K,0.0,7,1973
300,1973-07-10,1,AL,97,MOBILE,TORNADO,25.0,K,0.0,7,1973
301,1973-11-20,1,AL,41,CRENSHAW,TORNADO,25.0,K,2.0,11,1973
302,1973-11-21,1,AL,17,CHAMBERS,TORNADO,25.0,K,1.0,11,1973
303,1973-11-26,1,AL,133,WINSTON,TORNADO,25.0,K,2.0,11,1973
304,1973-11-26,1,AL,75,LAMAR,TORNADO,0.0,K,1.0,11,1973
305,1973-11-26,1,AL,93,MARION,TORNADO,250.0,K,2.0,11,1973
306,1973-11-27,1,AL,43,CULLMAN,TORNADO,250.0,K,2.0,11,1973
307,1973-11-27,1,AL,89,MADISON,TORNADO,2.5,M,3.0,11,1973
308,1973-11-27,1,AL,103,MORGAN,TORNADO,250.0,K,2.0,11,1973
309,1988-09-16,1,AL,45,DALE,TORNADO,0.0,K,1.0,9,1988
310,1988-09-16,1,AL,123,TALLAPOOSA,TORNADO,0.0,K,0.0,9,1988
311,1988-09-16,1,AL,123,TALLAPOOSA,TORNADO,0.0,K,0.0,9,1988
312,1988-11-04,1,AL,59,FRANKLIN,TORNADO,0.0,K,3.0,11,1988
313,1974-12-19,1,AL,109,PIKE,TORNADO,2.5,K,3.0,12,1974
314,1974-12-19,1,AL,109,PIKE,TORNADO,250.0,K,3.0,12,1974
315,1975-01-10,1,AL,125,TUSCALOOSA,TORNADO,25.0,K,1.0,1,1975
316,1975-01-10,1,AL,97,MOBILE,TORNADO,25.0,K,1.0,1,1975
317,1975-01-10,1,AL,91,MARENGO,TORNADO,2.5,K,1.0,1,1975
318,1975-01-10,1,AL,73,JEFFERSON,TORNADO,250.0,K,2.0,1,1975
319,1975-01-10,1,AL,73,JEFFERSON,TORNADO,250.0,K,1.0,1,1975
